1.00000000e+00	1.30708875e-02	1.32618893e+00	
1.01000000e+00	1.32073618e-02	1.31363179e+00	
1.02000000e+00	1.33752988e-02	1.30437801e+00	
1.03000000e+00	1.35342464e-02	1.29437450e+00	
1.04000000e+00	1.36809358e-02	1.28336280e+00	
1.05000000e+00	1.39967880e-02	1.28810157e+00	
1.06000000e+00	1.41483807e-02	1.27760125e+00	
1.07000000e+00	1.43743397e-02	1.27385697e+00	
1.08000000e+00	1.45520832e-02	1.26583756e+00	
1.09000000e+00	1.47371815e-02	1.25852474e+00	
1.10000000e+00	1.50567112e-02	1.26253978e+00	
1.11000000e+00	1.51318946e-02	1.24608501e+00	
1.12000000e+00	1.53120898e-02	1.23850779e+00	
1.13000000e+00	1.55425434e-02	1.23499592e+00	
1.14000000e+00	1.58330620e-02	1.23610548e+00	
1.15000000e+00	1.58980303e-02	1.21968578e+00	
1.16000000e+00	1.63205286e-02	1.23060468e+00	
1.17000000e+00	1.64843795e-02	1.22180304e+00	
1.18000000e+00	1.64737557e-02	1.20040813e+00	
1.19000000e+00	1.68537590e-02	1.20754460e+00	
1.20000000e+00	1.69930936e-02	1.19732011e+00	
1.21000000e+00	1.71103634e-02	1.18573821e+00	
1.22000000e+00	1.73498064e-02	1.18270189e+00	
1.23000000e+00	1.74511406e-02	1.17034503e+00	
1.24000000e+00	1.77898747e-02	1.17389659e+00	
1.25000000e+00	1.78548430e-02	1.15940810e+00	
1.26000000e+00	1.80477049e-02	1.15340336e+00	
1.27000000e+00	1.81698780e-02	1.14299647e+00	
1.28000000e+00	1.86785921e-02	1.15671008e+00	
1.29000000e+00	1.87578616e-02	1.14367921e+00	
1.30000000e+00	1.90120143e-02	1.14141020e+00	
1.31000000e+00	1.91452198e-02	1.13192613e+00	
1.32000000e+00	1.93433935e-02	1.12638051e+00	
1.33000000e+00	1.96939772e-02	1.12961505e+00	
1.34000000e+00	1.96968375e-02	1.11297965e+00	
1.35000000e+00	1.98561937e-02	1.10542373e+00	
1.36000000e+00	2.01552930e-02	1.10563460e+00	
1.37000000e+00	2.03052513e-02	1.09765929e+00	
1.38000000e+00	2.04037253e-02	1.08705525e+00	
1.39000000e+00	2.07898577e-02	1.09174758e+00	
1.40000000e+00	2.09582032e-02	1.08492145e+00	
1.41000000e+00	2.11747643e-02	1.08063910e+00	
1.42000000e+00	2.12781415e-02	1.07067417e+00	
1.43000000e+00	2.14750894e-02	1.06552398e+00	
1.44000000e+00	2.18935017e-02	1.07124933e+00	
1.45000000e+00	2.21010734e-02	1.06654131e+00	
1.46000000e+00	2.22318272e-02	1.05820490e+00	
1.47000000e+00	2.25713785e-02	1.05979956e+00	
1.48000000e+00	2.26575943e-02	1.04951992e+00	
1.49000000e+00	2.30069522e-02	1.05144576e+00	
1.50000000e+00	2.31618137e-02	1.04445653e+00	
1.51000000e+00	2.35683764e-02	1.04875994e+00	
1.52000000e+00	2.37886149e-02	1.04467764e+00	
1.53000000e+00	2.39634981e-02	1.03864629e+00	
1.54000000e+00	2.41514567e-02	1.03324238e+00	
1.55000000e+00	2.45449440e-02	1.03657080e+00	
1.56000000e+00	2.48052258e-02	1.03417565e+00	
1.57000000e+00	2.52763482e-02	1.04043594e+00	
1.58000000e+00	2.52673589e-02	1.02694219e+00	
1.59000000e+00	2.56216200e-02	1.02828301e+00	
1.60000000e+00	2.58729125e-02	1.02542919e+00	
1.61000000e+00	2.59901823e-02	1.01732073e+00	
1.62000000e+00	2.65924671e-02	1.02808476e+00	
1.63000000e+00	2.66545752e-02	1.01788069e+00	
1.64000000e+00	2.70627723e-02	1.02090401e+00	
1.65000000e+00	2.71506225e-02	1.01184089e+00	
1.66000000e+00	2.75428840e-02	1.01412983e+00	
1.67000000e+00	2.76613796e-02	1.00633184e+00	
1.68000000e+00	2.80078773e-02	1.00684346e+00	
1.69000000e+00	2.84173002e-02	1.00950791e+00	
1.70000000e+00	2.86718615e-02	1.00660334e+00	
1.71000000e+00	2.88148735e-02	9.99826901e-01	
1.72000000e+00	2.90718865e-02	9.97049319e-01	
1.73000000e+00	2.95274818e-02	1.00100103e+00	
1.74000000e+00	2.98903237e-02	1.00168793e+00	
1.75000000e+00	2.99299584e-02	9.91585888e-01	
1.76000000e+00	3.04738126e-02	9.98163714e-01	
1.77000000e+00	3.05306088e-02	9.88756275e-01	
1.78000000e+00	3.08534073e-02	9.88014797e-01	
1.79000000e+00	3.14879720e-02	9.97100534e-01	
1.80000000e+00	3.16510056e-02	9.91157847e-01	
1.81000000e+00	3.17907488e-02	9.84563946e-01	
1.82000000e+00	3.23411406e-02	9.90633198e-01	
1.83000000e+00	3.25213358e-02	9.85295539e-01	
1.84000000e+00	3.27705852e-02	9.82084534e-01	
1.85000000e+00	3.32895145e-02	9.86879948e-01	
1.86000000e+00	3.36441842e-02	9.86698424e-01	
1.87000000e+00	3.39334770e-02	9.84567442e-01	
1.88000000e+00	3.43363622e-02	9.85686717e-01	
1.89000000e+00	3.44609870e-02	9.78823582e-01	
1.90000000e+00	3.50113789e-02	9.84016393e-01	
1.91000000e+00	3.54024145e-02	9.84615048e-01	
1.92000000e+00	3.57133634e-02	9.82943639e-01	
1.93000000e+00	3.58343107e-02	9.76078525e-01	
1.94000000e+00	3.63569174e-02	9.80130524e-01	
1.95000000e+00	3.70613536e-02	9.88899996e-01	
1.96000000e+00	3.73106031e-02	9.85417900e-01	
1.97000000e+00	3.78879629e-02	9.90533400e-01	
1.98000000e+00	3.81641804e-02	9.87701879e-01	
1.99000000e+00	3.86504212e-02	9.90258089e-01	
2.00000000e+00	3.89944672e-02	9.89107101e-01	
2.01000000e+00	3.94092019e-02	9.89705186e-01	
2.02000000e+00	3.99563250e-02	9.93534880e-01	
2.03000000e+00	4.03285647e-02	9.92935438e-01	
2.04000000e+00	4.04425657e-02	9.86004021e-01	
2.05000000e+00	4.10313665e-02	9.90623394e-01	
2.06000000e+00	4.15887047e-02	9.94354570e-01	
2.07000000e+00	4.20103858e-02	9.94755386e-01	
2.08000000e+00	4.23290982e-02	9.92687760e-01	
2.09000000e+00	4.26833594e-02	9.91439782e-01	
2.10000000e+00	4.34114947e-02	9.98772257e-01	
2.11000000e+00	4.35847435e-02	9.93275915e-01	
2.12000000e+00	4.41473936e-02	9.96629337e-01	
2.13000000e+00	4.43431157e-02	9.91670327e-01	
2.14000000e+00	4.49592931e-02	9.96075477e-01	
2.15000000e+00	4.53012960e-02	9.94337979e-01	
2.16000000e+00	4.60057322e-02	1.00047160e+00	
2.17000000e+00	4.63407889e-02	9.98491279e-01	
2.18000000e+00	4.69295897e-02	1.00192241e+00	
2.19000000e+00	4.69402135e-02	9.93018070e-01	
2.20000000e+00	4.76095096e-02	9.98041654e-01	
2.21000000e+00	4.79903301e-02	9.96941123e-01	
2.22000000e+00	4.87188741e-02	1.00297848e+00	
2.23000000e+00	4.90543393e-02	1.00084777e+00	
2.24000000e+00	4.97489690e-02	1.00597774e+00	
2.25000000e+00	5.01677898e-02	1.00544948e+00	
2.26000000e+00	5.04301147e-02	1.00178240e+00	
2.27000000e+00	5.10945076e-02	1.00605755e+00	
2.28000000e+00	5.12808318e-02	1.00088847e+00	
2.29000000e+00	5.18590088e-02	1.00335257e+00	
2.30000000e+00	5.21748610e-02	1.00070472e+00	
2.31000000e+00	5.26892956e-02	1.00184089e+00	
2.32000000e+00	5.33120107e-02	1.00496147e+00	
2.33000000e+00	5.37659716e-02	1.00483783e+00	
2.34000000e+00	5.41950076e-02	1.00421774e+00	
2.35000000e+00	5.44446656e-02	1.00027619e+00	
2.36000000e+00	5.51237683e-02	1.00418843e+00	
2.37000000e+00	5.55135781e-02	1.00277350e+00	
2.38000000e+00	5.60897122e-02	1.00468431e+00	
2.39000000e+00	5.66074156e-02	1.00549021e+00	
2.40000000e+00	5.71026457e-02	1.00585196e+00	
2.41000000e+00	5.73347337e-02	1.00157629e+00	
2.42000000e+00	5.80730842e-02	1.00610772e+00	
2.43000000e+00	5.82144618e-02	1.00027326e+00	
2.44000000e+00	5.88874353e-02	1.00355992e+00	
2.45000000e+00	5.91967499e-02	1.00061271e+00	
2.46000000e+00	5.97083242e-02	1.00107125e+00	
2.47000000e+00	6.06256440e-02	1.00823734e+00	
2.48000000e+00	6.07617097e-02	1.00236742e+00	
2.49000000e+00	6.16005771e-02	1.00806006e+00	
2.50000000e+00	6.16299968e-02	1.00048930e+00	
2.51000000e+00	6.21133773e-02	1.00031786e+00	
2.52000000e+00	6.29322231e-02	1.00547740e+00	
2.53000000e+00	6.30176217e-02	9.98898330e-01	
2.54000000e+00	6.38797797e-02	1.00460723e+00	
2.55000000e+00	6.42565142e-02	1.00262175e+00	
2.56000000e+00	6.45543877e-02	9.99415674e-01	
2.57000000e+00	6.53597495e-02	1.00402483e+00	
2.58000000e+00	6.55861171e-02	9.99707220e-01	
2.59000000e+00	6.62255850e-02	1.00167445e+00	
2.60000000e+00	6.69243007e-02	1.00447115e+00	
2.61000000e+00	6.72307550e-02	1.00135321e+00	
2.62000000e+00	6.81427629e-02	1.00720408e+00	
2.63000000e+00	6.85358416e-02	1.00532521e+00	
2.64000000e+00	6.92161701e-02	1.00762755e+00	
2.65000000e+00	6.94474409e-02	1.00337857e+00	
2.66000000e+00	6.99606496e-02	1.00320776e+00	
2.67000000e+00	7.07345488e-02	1.00672160e+00	
2.68000000e+00	7.07374091e-02	9.99263171e-01	
2.69000000e+00	7.16735247e-02	1.00497330e+00	
2.70000000e+00	7.22222822e-02	1.00518037e+00	
2.71000000e+00	7.26819636e-02	1.00412641e+00	
2.72000000e+00	7.29745252e-02	1.00076888e+00	
2.73000000e+00	7.37643600e-02	1.00420321e+00	
2.74000000e+00	7.40896102e-02	1.00128222e+00	
2.75000000e+00	7.46841315e-02	1.00198972e+00	
2.76000000e+00	7.53137928e-02	1.00312875e+00	
2.77000000e+00	7.56206557e-02	9.99956762e-01	
2.78000000e+00	7.60807457e-02	9.98815998e-01	
2.79000000e+00	7.67336976e-02	1.00017971e+00	
