0.200000 1.555513 1.498651
0.300000 1.969453 1.867515
0.400000 2.512924 2.364990
0.500000 3.273063 3.036340
0.600000 4.303026 3.945560
0.700000 5.679325 5.233950
0.800000 7.617337 7.019750
0.900000 10.477898 9.569950
1.100000 13.206114 11.941800
1.200000 19.923746 17.470500
1.300000 38.749109 32.900700
1.000000 10.154217 9.250210
